,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,a1,a2,b1,b2,u
0,0.0,103.47047400335804,169.84149703607883,202.6348860121516,217.43186019965927,223.84612630597667,226.5729893923711,227.72083949219794,228.20154322649137,228.40231273981618,228.4860462840517,228.52094216400522,228.53547952411043,228.54153350372326,228.5440550779618,228.54510522441115,228.5455423207921,228.5457240693377,228.5458000948412,228.54583175362515,4.768043221541669,4.528949136524993,4.114231315194741,4.1976500278408215,47.73011803428689
1,0.0,47.28443030653444,89.77416997911321,113.97934507311216,122.00407530697777,120.91440313260894,116.87013068416933,113.30206431710228,111.29670697509778,110.64961126542882,110.75731162423439,111.10290904485973,111.40240784200257,111.56846306559716,111.62054993767269,111.61016185669138,111.58065514278441,111.5555269928417,111.54178341057866,111.53759867071697,2.332871933816863,1.88591725216807,2.3148088882227906,3.828850122335927,31.755653792420706
2,0.0,12.003113089028815,22.219190027707434,29.66082006277012,34.898546969496124,38.55388196573985,41.09938316315644,42.87103888024541,44.103927399338595,44.96185819297183,45.55886202146443,45.974294732403116,46.26337864464077,46.46454124320385,46.60452256300134,46.70193023242817,46.76971294349512,46.81688004891519,46.849701946812914,46.87254141551575,2.2556143946687217,3.962949663770255,2.019614656863308,2.1785946023723564,10.395001139667635
3,0.0,5.945855857266011,13.330532539207127,19.974171556692742,25.22936531532724,29.101800085363035,31.82778249633387,33.685356919827036,34.920256769445984,35.72512186769615,36.241125041772186,36.56726930517591,36.77082971415758,36.89643188813176,36.973108835228594,37.01944524920991,37.04717190697198,37.06360176496871,37.073241971486254,37.078841438176916,1.0052936555410312,1.9698804866662059,1.1803539371046354,3.752235623082106,6.134610988613986
4,0.0,61.87859612828229,110.33966829392423,142.66331431808032,163.01596308995667,175.5270319956699,183.1366699673181,187.74293973707145,190.52508978046106,192.2037878251672,193.21621365848196,193.82667567462835,194.19472949972499,194.41662268928854,194.5503955770152,194.63104203904442,194.67966096718598,194.70897124650025,194.72664158180962,194.73729432745796,2.3347004389198998,3.389630622200087,3.4702723627687986,1.6876323850196187,33.8045800986889
5,0.0,70.91860081565294,150.29142957219133,215.67754634844493,262.6349899338439,293.59393986796124,312.73643977959995,323.9382599340486,330.15514895469767,333.4149348881584,335.01101721491887,335.7213567240492,335.9895932760615,336.0554031305876,336.0405747088306,336.0022971137121,335.96437814532675,335.93459138269725,335.9137806034008,335.9003258268665,1.300742159866902,2.1084528842310326,2.040700665995808,4.93235813997251,47.30837850160938
6,0.0,13.41832696611004,22.993354970987482,27.940599808588008,30.180432922616493,31.121204870686007,31.49696337550741,31.64152173389655,31.695478645253758,31.715102923581966,31.7220749619943,31.724497493347044,31.725320903903764,31.725594477780444,31.725683133927614,31.725711046803337,31.725719542678764,31.725722024611034,31.725722703630513,31.72572288256217,4.1450154324017845,4.032838520776011,2.0654900853148446,3.523563613911104,11.094213313734755
7,0.0,4.420227347811679,7.516124692940018,8.970962452300936,9.479174267092382,9.592402501769817,9.58592624147327,9.561789401572414,9.545627052175083,9.538214651691181,9.535692250891751,9.53516326100598,9.535219033927376,9.53535010349356,9.53543430132467,9.535471982677178,9.535484449987926,9.53548689243685,9.535486512870813,9.535485784456984,3.8090915703485293,3.341988768928446,1.0416949547359744,1.3935413007165525,7.450763838382066
8,0.0,31.802553814130988,62.78061701339493,78.55272994718158,79.33609667126376,72.39905563615733,64.99282184763827,60.8954618473806,60.377597053072975,61.861515509151346,63.61748124794056,64.66774831046021,64.87031131562628,64.56061927838806,64.14784316649033,63.8817767642526,63.81474505122077,63.87729007211541,63.973457059855505,64.04015260634544,2.5588548444348262,1.3549468714456752,1.2053947382571906,2.860998087781486,36.44741137430111
9,0.0,5.9343586082204745,10.190788478314182,12.79496841105537,14.322151326802977,15.206326554162402,15.716169575174368,16.009785432978063,16.17880846450007,16.276095692455506,16.33209049042157,16.364318523917852,16.382867414165826,16.39354324993144,16.399687689587086,16.403224155198767,16.40525954985729,16.406431043180373,16.407105300823005,16.407493354272425,3.380286433557418,4.270119275986282,3.0741287389693728,1.6773488581967286,3.746479820693949
